line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names
5739;ruh;Ruga;Ruga language;;;;;;;
5740;rui;Rufiji;Rufiji language;;;;;;;
5741;ruk;Che;Che language;;;;;;;
5742;ruo;Istro-Romanian;Istro-Romanian language;;roa;Romance;;;;Latn;
5743;rup;Aromanian;Aromanian language;;roa;Romance;;;;Latn;
5744;ruq;Megleno-Romanian;Megleno-Romanian language;;roa;Romance;;;;Latn;
5745;rut;Rutul;Rutul language;;cau-lzg;Lezghian;;;;Cyrl;
5746;ruu;Lanas Lobu;Lanas Lobu language;;;;;;;
5747;ruy;Mala (Nigeria);Mala (Nigeria) language;;nic-bco;Benue-Congo;;;;;Mala
5748;ruz;Ruma;Ruma language;;;;;;;
5749;rw;Rwanda-Rundi;Rwanda-Rundi language;;bnt;Bantu;;;;Latn;Rwanda,Kinyarwanda,Rundi,Kirundi,Ha,Giha,Hangaza,Vinza,Shubi,Subi
5750;rwa;Rawo;Rawo language;;;;;;;
5751;rwk;Rwa;Rwa language;;;;;;;
5752;rwm;Amba;Amba language;;bnt;Bantu;;;;Latn;
5753;rwo;Rawa;Rawa language;;ngf-fin;Finisterre;;;;Latn;
5754;rxd;Ngardi;Ngardi language;;;;;;;
5755;rxw;Karuwali;Karuwali language;;;;;;;
5756;ryn;Northern Amami-Oshima;Northern Amami-Oshima language;;jpx-ryu;Ryukyuan;;;;Jpan;
5757;rys;Yaeyama;Yaeyama language;;jpx-ryu;Ryukyuan;;;;Jpan;
5758;ryu;Okinawan;Okinawan language;;jpx-ryu;Ryukyuan;;;;Jpan;
5759;rzh;Razihi;Razihi language;;sem-osa;Old South Arabian;;;;Arab;Rāziḥī,Jabal Razih
5760;sa;Sanskrit;Sanskrit language;;inc;Indo-Aryan;;;;Deva,Beng,Brah,Gran,Gujr,Guru,Khar,Knda,Mlym,Mymr,Orya,Shrd,Sinh,Taml,Telu,Thai,Tibt;
5761;saa;Saba;Saba language;;cdc-est;East Chadic;;;;Latn;
5762;sab;Buglere;Buglere language;;cba;Chibchan;;;;Latn;Bugle,Murire,Muoy,Sabanero,Bokotá,Bogota
5763;sac;Fox;Fox language;;alg;Algonquian;;;;Latn;Sac,Sauk,Kickapoo,Mesquakie,Meskwaki
5764;sad;Sandawe;Sandawe language;;qfa-iso;isolate;;;;Latn;
5765;sae;Sabanê;Sabanê language;;sai-nmk;Nambikwaran;;;;Latn;
5766;saf;Safaliba;Safaliba language;;nic-gur;Gur;;;;Latn;
5767;sah;Yakut;Yakut language;;trk;Turkic;;;;Cyrl;Sakha
5768;sai-ajg;Ajagua;Ajagua language;;;;;exceptional;Latn;Axagua,Jagua
5769;sai-all;Allentiac;Allentiac language;;sai-hrp;Huarpean;;;exceptional;Latn;Alyentiyak,Huarpe,Warpe
5770;sai-and;Andoquero;Andoquero language;;sai-wit;Witotoan;;;exceptional;Latn;Miranya,Miranha,Miranha Carapana-Tapuya,Miraña-Carapana-Tapuyo,Andokero,Miranya-Karapana-Tapuyo,Miraña,Carapana
5771;sai-ayo;Ayomán;Ayomán language;;sai-jir;Jirajaran;;;exceptional;Latn;Ayoman,Ayamán,Ayaman
5772;sai-bae;Baenan;Baenan language;;;;;exceptional;Latn;Baenã,Baenán,Baena
5773;sai-bag;Bagua;Bagua language;;;;;exceptional;Latn;Patagón de Bagua
5774;sai-bet;Betoi;Betoi language;;qfa-iso;isolate;;;exceptional;Latn;Betoy,Betoya,Betoye,Betoi-Jirara,Jirara
5775;sai-cac;Cacán;Cacán language;;;;;exceptional;Latn;Kakán,Diaguita,Cacan,Kakan,Calchaquí,Chaka,Kaka,Kaká,Caca,Caca-Diaguita,Catamarcano,Capayán,Capayana,Yacampis
5776;sai-caq;Caranqui;Caranqui language;;;;;exceptional;Latn;Cara,Kara
5777;sai-cat;Catacao;Catacao language;;sai-ctc;Catacaoan;;;exceptional;Latinx;
5778;sai-chi;Chirino;Chirino language;;;;;exceptional;Latn;
5779;sai-chn;Chaná;Chaná language;;sai-crn;Charruan;;;exceptional;Latn;Chana,Sari
5780;sai-chp;Chapacura;Chapacura language;;sai-cpc;Chapacuran;;;exceptional;Latn;Txapacura,Xapacura,Guapore,Šapakura,Txapakura,Txapakúra,Xapakúra
5781;sai-chr;Charrua;Charrua language;;sai-crn;Charruan;;;exceptional;Latn;Charrúa,Charruá
5782;sai-chu;Churuya;Churuya language;;sai-guh;Guahiban;;;exceptional;Latn;Churoya
5783;sai-cmg;Comechingon;Comechingon language;;;;;exceptional;Latn;Comechingón,Comechingona,Comechingone
5784;sai-cno;Chono;Chono language;;;;;exceptional;Latn;Chonos,Caucau
5785;sai-cnr;Cañari;Cañari language;;;;;exceptional;Latn;Cañar
5786;sai-coe;Coeruna;Coeruna language;;sai-wit;Witotoan;;;exceptional;Latn;Koeruna
5787;sai-col;Colán;Colán language;;sai-ctc;Catacaoan;;;exceptional;Latinx;Colan
5788;sai-cop;Copallén;Copallén language;;;;;exceptional;Latn;
5789;sai-crd;Coroado Puri;Coroado Puri language;;sai-mje;Macro-Jê;;;exceptional;Latn;Coroado
5790;sai-ctq;Catuquinaru;Catuquinaru language;;;;;exceptional;Latn;Catuquinarú,Katukinaru
5791;sai-cul;Culli;Culli language;;;;;exceptional;Latn;Culle,Kulyi,Ilinga,Linga
5792;sai-esm;Esmeralda;Esmeralda language;;;;;exceptional;Latn;Esmeraldeño,Atacame,Takame
5793;sai-ewa;Ewarhuyana;Ewarhuyana language;;;;;exceptional;Latn;
5794;sai-gay;Gayón;Gayón language;;sai-jir;Jirajaran;;;exceptional;Latn;Gayon
5795;sai-gmo;Guamo;Guamo language;;;;;exceptional;Latn;Wamo,Santa Rosa,San Jose,Barinas,Guamotey,Guama
5796;sai-gue;Güenoa;Güenoa language;;sai-crn;Charruan;;;exceptional;Latn;Guenoa
5797;sai-hau;Haush;Haush language;;sai-cho;Chonan;;;exceptional;Latn;Manek'enk
5798;sai-jko;Jeikó;Jeikó language;;sai-mje;Macro-Jê;;;exceptional;Latn;Geicó,Jeicó,Jaikó,Geikó,Yeikó,Jeiko,Geico,Jeico,Jaiko,Geiko,Yeiko,Eyco
5799;sai-jrj;Jirajira;Jirajira language;;sai-jir;Jirajaran;;;exceptional;Latn;
5800;sai-kat;Katembri;Katembri language;;;;;exceptional;Latn;Catrimbi,Catembri,Kariri de Mirandela,Mirandela,Kariri,Kiriri
5801;sai-mal;Malalí;Malalí language;;;;;exceptional;Latn;Malali
5802;sai-mar;Maratino;Maratino language;;;;;exceptional;Latn;
5803;sai-mat;Matanawi;Matanawi language;;;;;exceptional;Latn;Matanauí,Matanaui,Matanawü,Mitandua,Moutoniway
5804;sai-mcn;Mocana;Mocana language;;;;;exceptional;Latn;Mokana
5805;sai-men;Menien;Menien language;;sai-mje;Macro-Jê;;;exceptional;Latn;Menién
5806;sai-mil;Millcayac;Millcayac language;;sai-hrp;Huarpean;;;exceptional;Latn;Milykayak,Huarpe,Warpe
5807;sai-mlb;Malibu;Malibu language;;;;;exceptional;Latn;Malibú,Malebú
5808;sai-msk;Masakará;Masakará language;;sai-mje;Macro-Jê;;;exceptional;Latn;Masakara,Masacará,Masacara
5809;sai-mue;Muellama;Muellama language;;sai-bar;Barbacoan;;;exceptional;Latn;Muellamués
5810;sai-muz;Muzo;Muzo language;;;;;exceptional;Latn;
5811;sai-nat;Natú;Natú language;;;;;exceptional;Latn;Natu,Peagaxinan
5812;sai-opo;Opón;Opón language;;sai-car;Cariban;;;exceptional;Latn;Opon,Opón,Opón-Karare,Opón-Carare,Carare,Carare-Opón
5813;sai-oto;Otomaco;Otomaco language;;sai-otm;Otomacoan;;;exceptional;Latn;Otomako,Otomacan,Otomac,Otomak
5814;sai-pal;Palta;Palta language;;;;;exceptional;Latn;
5815;sai-pam;Pamigua;Pamigua language;;sai-otm;Otomacoan;;;exceptional;Latn;Pamiwa
5816;sai-par;Paratió;Paratió language;;;;;exceptional;Latn;Paratio,Prarto
5817;sai-pnz;Panzaleo;Panzaleo language;;;;;exceptional;Latn;Pansaleo
5818;sai-prh;Puruhá;Puruhá language;;;;;exceptional;Latn;
5819;sai-ptg;Patagón;Patagón language;;;;;exceptional;Latn;Patagón de Perico
5820;sai-pur;Purukotó;Purukotó language;;sai-car;Cariban;;;exceptional;Latn;Purukoto,Purucotó,Purucoto
5821;sai-pyg;Payaguá;Payaguá language;;;;;exceptional;Latn;Payawá,Payagua
5822;sai-qmb;Quimbaya;Quimbaya language;;;;;exceptional;Latn;Kimbaya,Quindío,Quindio,Quindo
5823;sai-qtm;Quitemo;Quitemo language;;sai-cpc;Chapacuran;;;exceptional;Latn;Quitemoca
5824;sai-rab;Rabona;Rabona language;;;;;exceptional;Latn;
5825;sai-ram;Ramanos;Ramanos language;;;;;exceptional;Latn;
5826;sai-sac;Sácata;Sácata language;;;;;exceptional;Latn;Sacata,Zácata,Chillao
5827;sai-san;Sanaviron;Sanaviron language;;;;;exceptional;Latn;Sanavirón,Sanabirón,Sanabiron,Sanavirona,Zanavirona
5828;sai-sap;Sapará;Sapará language;;sai-car;Cariban;;;exceptional;Latn;Sapará,Zapará,Zapara
5829;sai-sec;Sechura;Sechura language;;;;;exceptional;Latn;Sek,Sec
5830;sai-sin;Sinúfana;Sinúfana language;;;;;exceptional;Latn;Cenúfana,Zenúfana,Cinifaná,Sinufana,Sinú,Cenú,Zenú,Finzenú,Fincenú,Pancenú,Sutagao
5831;sai-tab;Tabancale;Tabancale language;;;;;exceptional;Latn;Aconipa
5832;sai-tal;Tallán;Tallán language;;;;;exceptional;Latn;Atalán,Tallan,Tallanca,Atalan,Sek
5833;sai-teu;Teushen;Teushen language;;;;;exceptional;Latn;Tehues,Teuéx
5834;sai-tpr;Taparita;Taparita language;;sai-otm;Otomacoan;;;exceptional;Latn;Taparito
5835;sai-trr;Tarairiú;Tarairiú language;;;;;exceptional;Latn;Caratiú
5836;sai-wai;Waitaká;Waitaká language;;;;;exceptional;Latn;Waitaka,Waitacá,Waitaca,Goytacá,Goitacá,Guaitacá,Guiatacá,Guiatacás,Goiatacá,Goiatacás,Guaiatacá,Goytacaz,Goitacaz,Goyataca,Aitacaz,Uetacaz,Uetacá,Outacá,Ouetacá,Eutacá,Itacaz,Vaitacá
5837;sai-way;Wayumará;Wayumará language;;sai-car;Cariban;;;exceptional;Latn;Wayumara,Wajumará,Wajumara,Azumara,Guimara
5838;sai-wnm;Wanham;Wanham language;;sai-cpc;Chapacuran;;;exceptional;Latn;Wañam,Wanyam,Huanyam,Uanham,Abitana
5839;sai-xoc;Xocó;Xocó language;;;;;exceptional;Latn;Xoco,Chocó,Shokó,Shoko,Shocó,Shoco,Choco,Chocaz,Kariri-Xocó,Kariri-Xoco,Kariri-Shoko,Cariri-Chocó,Xukuru-Kariri,Xucuru-Kariri,Xucuru-Cariri,Xukurú-Kirirí
5840;sai-yao;Yao (South America);Yao (South America) language;;sai-car;Cariban;;;exceptional;Latn;Yao,Jaoi,Yaoi,Yaio
5841;sai-yar;Yarumá;Yarumá language;;sai-car;Cariban;;;exceptional;Latn;Yaruma
5842;sai-yri;Yuri;Yuri language;;sai-tyu;Ticuna-Yuri;;;exceptional;Latn;Jurí
5843;sai-yup;Yupua;Yupua language;;sai-tuc;Tucanoan;;;exceptional;Latn;Yupuá,Yupúa,Jupua,Jupuá,Jupúa,Hiupiá,Yupuá-Duriña,Duriña
5844;sai-yur;Yurumanguí;Yurumanguí language;;;;;exceptional;Latn;Yurumangui,Yurimangí,Yurimangi,Yurimanguí,Yurimangui
5845;saj;Sahu;Sahu language;;paa;Papuan;;;;Latn;
5846;sak;Sake;Sake language;;nic-bod;Bantoid;;;;Latn;Shake
5847;sal-pro;Proto-Salish;Proto-Salish language;reconstructed;sal;Salishan;;;exceptional;Latn;Proto-Salishan
5848;sam;Samaritan Aramaic;Samaritan Aramaic language;;sem-ara;Aramaic;;;;Samr;Samaritan
5849;sao;Sause;Sause language;;;;;;Latn;
5850;saq;Samburu;Samburu language;;sdv;Eastern Sudanic;;;;;
5851;sar;Saraveca;Saraveca language;;awd;Arawakan;;;;;Sarabeca,Saraveka,Sarave
5852;sas;Sasak;Sasak language;;poz-mcm;Malayo-Chamic;;;;Latn;
5853;sat;Santali;Santali language;;mun;Munda;;;;Olck;
5854;sau;Saleman;Saleman language;;plf;Central Malayo-Polynesian;;;;;
5855;sav;Saafi-Saafi;Saafi-Saafi language;;alv-sng;Senegambian;;;;Arab,Latn;
5856;saw;Sawi;Sawi language;;ngf;Trans-New Guinea;;;;Latn;
5857;sax;Sa;Sa language;;poz-vnc;North-Central Vanuatu;;;;Latn;Saa
5858;say;Saya;Saya language;;cdc-wst;West Chadic;;;;Latn;
5859;saz;Saurashtra;Saurashtra language;;inc;Indo-Aryan;;;;Saur,Latn,Taml,Deva;
5860;sba;Ngambay;Ngambay language;;csu;Central Sudanic;;;;;
5861;sbb;Simbo;Simbo language;;poz-ocw;Western Oceanic;;;;;
5862;sbc;Gele';Gele' language;;poz-oce;Oceanic;;;;;Kele (New Guinea),Kele (Papua New Guinea),Kele
5863;sbd;Southern Samo;Southern Samo language;;dmn;Mande;;;;Latn;
5864;sbe;Saliba (New Guinea);Saliba (New Guinea) language;;poz-ocw;Western Oceanic;;;;;Saliba
5865;sbf;Shabo;Shabo language;;ssa;Nilo-Saharan;;;;Latn;Mikeyir,Mekeyir,Mekeyer
5866;sbg;Seget;Seget language;;;;;;;
5867;sbh;Sori-Harengan;Sori-Harengan language;;poz-aay;Admiralty Islands;;;;Latn;Sori,Harengan
5868;sbi;Seti;Seti language;;qfa-tor;Torricelli;;;;Latn;
5869;sbj;Surbakhal;Surbakhal language;;;;;;;
5870;sbk;Safwa;Safwa language;;bnt;Bantu;;;;Latn;
5871;sbl;Botolan Sambal;Botolan Sambal language;;phi;Philippine;;;;;
5872;sbm;Sagala;Sagala language;;bnt;Bantu;;;;Latn;
5873;sbn;Sindhi Bhil;Sindhi Bhil language;;inc;Indo-Aryan;;;;Arab,Deva,Sind,Guru;
5874;sbo;Sabüm;Sabüm language;;;;;;;
5875;sbp;Sangu;Sangu language;;bnt;Bantu;;;;Latn;
5876;sbq;Sileibi;Sileibi language;;;;;;;
5877;sbr;Sembakung Murut;Sembakung Murut language;;poz-san;Sabahan;;;;;
5878;sbs;Subiya;Subiya language;;bnt;Bantu;;;;Latn;
5879;sbt;Kimki;Kimki language;;;;;;;
5880;sbu;Stod Bhoti;Stod Bhoti language;;sit;Sino-Tibetan;;;;;
5881;sbv;Sabine;Sabine language;;itc;Italic;;;;Latn;
5882;sbw;Simba;Simba language;;bnt;Bantu;;;;Latn;
5883;sbx;Seberuang;Seberuang language;;poz-mly;Malayic;;;;;
5884;sby;Soli;Soli language;;bnt;Bantu;;;;Latn;
5885;sbz;Sara Kaba;Sara Kaba language;;csu;Central Sudanic;;;;Latn;
5886;sc;Sardinian;Sardinian language;;roa;Romance;;;;Latn;Campidanese,Campidanese Sardinian,Logudorese,Logudorese Sardinian,Nuorese,Nuorese Sardinian
5887;scb;Chut;Chut language;;mkh-vie;Vietic;;;;;
5888;sce;Dongxiang;Dongxiang language;;xgn;Mongolic;;;;Arab,Latn;Santa
5889;scf;San Miguel Creole French;San Miguel Creole French language;;;;;;;
5890;scg;Sanggau;Sanggau language;;day;Land Dayak;;;;;
5891;sch;Sakachep;Sakachep language;;sit;Sino-Tibetan;;;;;Khelma
5892;sci;Sri Lankan Creole Malay;Sri Lankan Creole Malay language;;crp;creole or pidgin;;;;Latn;
5893;sck;Sadri;Sadri language;;inc;Indo-Aryan;;;;;
5894;scl;Shina;Shina language;;inc;Indo-Aryan;;;;ur-Arab,Deva;
5895;scn;Sicilian;Sicilian language;;roa;Romance;;;;Latn;
5896;sco;Scots;Scots language;;gmw;West Germanic;;;;Latn;Lowland Scots
5897;scp;Helambu Sherpa;Helambu Sherpa language;;sit;Sino-Tibetan;;;;;
5898;scq;Sa'och;Sa'och language;;aav;Austro-Asiatic;;;;;Chung
5899;scs;North Slavey;North Slavey language;;ath-nor;North Athabaskan;;;;Latn;
5900;scu;Shumcho;Shumcho language;;sit;Sino-Tibetan;;;;;
5901;scv;Sheni;Sheni language;;nic-knj;Kainji;;;;Latn;
5902;scw;Sha;Sha language;;cdc-wst;West Chadic;;;;Latn;
5903;scx;Sicel;Sicel language;;ine;Indo-European;;;;;
5904;sd;Sindhi;Sindhi language;;inc;Indo-Aryan;;;;sd-Arab,Deva;
5905;sda;Toraja-Sa'dan;Toraja-Sa'dan language;;poz-ssw;South Sulawesi;;;;;
5906;sdb;Shabak;Shabak language;;ira;Iranian;;;;;
5907;sdc;Sassarese;Sassarese language;;roa;Romance;;;;Latn;
5908;sde;Surubu;Surubu language;;nic-knj;Kainji;;;;Latn;
5909;sdf;Sarli;Sarli language;;ira;Iranian;;;;;
5910;sdg;Savi;Savi language;;inc;Indo-Aryan;;;;;
5911;sdh;Southern Kurdish;Southern Kurdish language;;ira-wes;Western Iranian;;;;ku-Arab;Kermanshani,Kermanshahi,Kermanshahi Kurdish,Kermanshani Kurdish
5912;sdj;Suundi;Suundi language;;bnt;Bantu;;;;Latn;
5913;sdk;Sos Kundi;Sos Kundi language;;paa-spk;Sepik;;;;Latn;
5914;sdl;Saudi Arabian Sign Language;Saudi Arabian Sign Language;;sgn;sign;;;;;
5915;sdm;Semandang;Semandang language;;day;Land Dayak;;;;;
5916;sdn;Gallurese;Gallurese language;;roa;Romance;;;;Latn;
5917;sdo;Bukar-Sadung Bidayuh;Bukar-Sadung Bidayuh language;;day;Land Dayak;;;;;
5918;sdp;Sherdukpen;Sherdukpen language;;;;;;;
5919;sdr;Oraon Sadri;Oraon Sadri language;;inc;Indo-Aryan;;;;;
5920;sds;Sened;Sened language;;ber;Berber;;;;;
5921;sdu;Sarudu;Sarudu language;;plf;Central Malayo-Polynesian;;;;;
5922;sdx;Sibu Melanau;Sibu Melanau language;;poz-bnn;North Bornean;;;;;
5923;se;Northern Sami;Northern Sami language;;smi;Sami;;autodetect;;Latn;North Sami,Northern Saami,North Saami
5924;sea;Semai;Semai language;;aav;Austro-Asiatic;;;;;
5925;sec;Sechelt;Sechelt language;;sal;Salishan;;;;Latn;
5926;sed;Sedang;Sedang language;;aav-nbn;North Bahnaric;;;;;
5927;see;Seneca;Seneca language;;iro;Iroquoian;;;;Latn;
5928;sef;Cebaara Senoufo;Cebaara Senoufo language;;;;;;;
5929;seg;Segeju;Segeju language;;bnt;Bantu;;;;Latn;
5930;seh;Sena;Sena language;;bnt;Bantu;;;;Latn;Malawi Sena
5931;sei;Seri;Seri language;;qfa-iso;isolate;;;;Latn;
5932;sej;Sene;Sene language;;;;;;;
5933;sek;Sekani;Sekani language;;;;;;Latn;Tsek'ene,Kwadacha,Kwadacha Sekani,Kwadacha Tsek'ene
5934;sel;Selkup;Selkup language;;syd;Samoyedic;;;;Cyrl;
5935;sem-amm;Ammonite;Ammonite language;;sem-can;Canaanite;;;exceptional;Phnx;
5936;sem-amo;Amorite;Amorite language;;sem-nwe;Northwest Semitic;;;exceptional;;Amoritic
5937;sem-dad;Dadanitic;Dadanitic language;;sem-cen;Central Semitic;;;exceptional;Narb,Latn;Dadanite,Dadanitic,Dadanite,Lihyanite,Lihyanitic
5938;sem-dum;Dumaitic;Dumaitic language;;sem-cen;Central Semitic;;;exceptional;Narb,Latn;
5939;sem-has;Hasaitic;Hasaitic language;;sem-cen;Central Semitic;;;exceptional;;
5940;sem-him;Himyaritic;Himyaritic language;;sem;Semitic;;;exceptional;Arab,Sarb,Latn;Himyarite,Himyari,Himyaric,Himyar
5941;sem-his;Hismaic;Hismaic language;;sem-cen;Central Semitic;;;exceptional;Narb,Latn;Thamudic E
5942;sem-mhr;Muher;Muher language;;sem-eth;Ethiopian Semitic;;;exceptional;Latn;Muher Gurage,Muxar
5943;sem-pro;Proto-Semitic;Proto-Semitic language;reconstructed;sem;Semitic;;;exceptional;Latinx;
5944;sem-saf;Safaitic;Safaitic language;;sem-cen;Central Semitic;;;exceptional;Narb,Latn;
5945;sem-srb;Old South Arabian;Old South Arabian language;;sem-osa;Old South Arabian;;;exceptional;Sarb;
5946;sem-tay;Taymanitic;Taymanitic language;;sem-cen;Central Semitic;;;exceptional;Narb,Latn;Taymanite,Thamudic A
5947;sem-tha;Thamudic;Thamudic language;;sem-cen;Central Semitic;;;exceptional;;
5948;sen;Nanerigé Sénoufo;Nanerigé Sénoufo language;;;;;;;
5949;seo;Suarmin;Suarmin language;;;;;;;
5950;sep;Sìcìté Sénoufo;Sìcìté Sénoufo language;;;;;;;
5951;seq;Senara Sénoufo;Senara Sénoufo language;;;;;;;
5952;ser;Serrano;Serrano language;;azc-tak;Takic;;;;Latn;Kitanemuk
5953;ses;Koyraboro Senni;Koyraboro Senni language;;son;Songhai;;;;Latn;Koyraboro Senni Songhai,Koroboro Senni,Eastern Songhay
5954;set;Sentani;Sentani language;;;;;;Latn;
5955;seu;Serui-Laut;Serui-Laut language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;
5956;sev;Nyarafolo Senoufo;Nyarafolo Senoufo language;;;;;;;
5957;sew;Sewa Bay;Sewa Bay language;;poz-ocw;Western Oceanic;;;;;
5958;sey;Secoya;Secoya language;;sai-tuc;Tucanoan;;;;Latn;
5959;sez;Senthang Chin;Senthang Chin language;;tbq-kuk;Kukish;;;;;Senthang
5960;sfb;French Belgian Sign Language;French Belgian Sign Language;;sgn;sign;;;;;
5961;sfm;Small Flowery Miao;Small Flowery Miao language;;hmn;Hmong;;;;;
5962;sfs;South African Sign Language;South African Sign Language;;sgn;sign;;;;;
5963;sfw;Sehwi;Sehwi language;;alv-kwa;Kwa;;;;Latn;
5964;sg;Sango;Sango language;;crp;creole or pidgin;;;;Latn;
5965;sga;Old Irish;Old Irish language;;cel-gae;Goidelic;sortkey;autodetect;;Latn;
5966;sgb;Mag-Anchi Ayta;Mag-Anchi Ayta language;;phi;Philippine;;;;;
5967;sgc;Kipsigis;Kipsigis language;;sdv;Eastern Sudanic;;;;;
5968;sgd;Surigaonon;Surigaonon language;;phi;Philippine;;;;Latn;
5969;sge;Segai;Segai language;;;;;;;
5970;sgg;Swiss-German Sign Language;Swiss-German Sign Language;;sgn;sign;;;;;Swiss German Sign Language
5971;sgh;Shughni;Shughni language;;ira-eas;Eastern Iranian;;;;Cyrl;
5972;sgi;Suga;Suga language;;nic-bod;Bantoid;;;;Latn;
5973;sgk;Sangkong;Sangkong language;;tbq-lol;Loloish;;;;;
5974;sgm;Singa;Singa language;;bnt;Bantu;;;;Latn;
5975;sgp;Singpho;Singpho language;;;;;;;
5976;sgr;Sangisari;Sangisari language;;ira-wes;Western Iranian;;;;;Sangsari
5977;sgs;Samogitian;Samogitian language;;bat;Baltic;;;;Latn;
5978;sgt;Brokpake;Brokpake language;;sit;Sino-Tibetan;;;;;
5979;sgu;Salas;Salas language;;plf;Central Malayo-Polynesian;;;;;
5980;sgw;Sebat Bet Gurage;Sebat Bet Gurage language;;sem-eth;Ethiopian Semitic;;;;Ethi;
5981;sgx;Sierra Leone Sign Language;Sierra Leone Sign Language;;sgn;sign;;;;;
5982;sgy;Sanglechi;Sanglechi language;;ira-eas;Eastern Iranian;;;;;Sanglich,Warduji
5983;sgz;Sursurunga;Sursurunga language;;poz-ocw;Western Oceanic;;;;Latn;
5984;sh;Serbo-Croatian;Serbo-Croatian language;;zls;South Slavic;;autodetect;;Latn,Cyrl;BCS,Croato-Serbian,Serbocroatian,Bosnian,Croatian,Montenegrin,Serbian
5985;sha;Shall-Zwall;Shall-Zwall language;;;;;;;
5986;shb;Ninam;Ninam language;;;;;;;
5987;shc;Sonde;Sonde language;;bnt;Bantu;;;;Latn;
5988;shd;Kundal Shahi;Kundal Shahi language;;inc-dar;Dardic;;;;;
5989;she;Sheko;Sheko language;;hmn;Hmong;;;;;Ho Ne,Ho Nte
5990;shg;Shua;Shua language;;khi-kho;Khoe;;;;Latn;
5991;shh;Shoshone;Shoshone language;;azc-num;Numic;;;;Latn;Shoshoni,Gosiute,Goshute,Eastern Shoshone,Eastern Shoshoni,Western Shoshone,Western Shoshoni,Northern Shoshone,Northern Shoshoni
5992;shi;Tashelhit;Tashelhit language;;ber;Berber;;;;Tfng,Arab,Latn;Tachelhit,Chleuh,Shilha,Tashlhiyt,Tashelhit Berber,Tachelhit Berber,Tashlhiyt Berber
5993;shj;Shatt;Shatt language;;sdv;Eastern Sudanic;;;;;
5994;shk;Shilluk;Shilluk language;;sdv;Eastern Sudanic;;;;Latn;
5995;shl;Shendu;Shendu language;;tbq-kuk;Kukish;;;;;
5996;shm;Shahrudi;Shahrudi language;;ira;Iranian;;;;;
5997;shn;Shan;Shan language;;tai-swe;Southwestern Tai;sortkey;;;Mymr;Kwam Tai,Kam Tai,Tai Yai
5998;sho;Shanga;Shanga language;;dmn;Mande;;;;Latn;
5999;shp;Shipibo-Conibo;Shipibo-Conibo language;;sai-pan;Panoan;;;;Latn;
6000;shq;Sala;Sala language;;bnt;Bantu;;;;Latn;
6001;shr;Shi;Shi language;;bnt;Bantu;;;;Latn;
6002;shs;Shuswap;Shuswap language;;sal;Salishan;;;;Latn;
6003;sht;Shasta;Shasta language;;nai-shs;Shastan;;;;Latn;
6004;shu;Chadian Arabic;Chadian Arabic language;;sem-arb;Arabic;;autodetect;;Arab;
6005;shv;Shehri;Shehri language;;;;;;;
6006;shw;Shwai;Shwai language;;;;;;;
6007;shx;She;She language;;hmx;Hmong-Mien;;;;;
6008;shy;Tachawit;Tachawit language;;ber;Berber;;;;;Shawiya Berber,Chaouïa
6009;shz;Syenara Senoufo;Syenara Senoufo language;;;;;;;
6010;si;Sinhalese;Sinhalese language;;inc;Indo-Aryan;;;;Sinh;Singhalese,Sinhala
6011;sia;Akkala Sami;Akkala Sami language;;smi;Sami;;;;Latn;
6012;sib;Sebop;Sebop language;;poz-swa;North Sarawakan;;;;Latn;
6013;sid;Sidamo;Sidamo language;;cus;Cushitic;;;;;
6014;sie;Simaa;Simaa language;;bnt;Bantu;;;;Latn;
6015;sif;Siamou;Siamou language;;;;;;;
6016;sig;Paasaal;Paasaal language;;nic-gur;Gur;;;;Latn;
6017;sih;Zire;Zire language;;poz-cln;New Caledonian;;;;;
6018;sii;Shom Peng;Shom Peng language;;aav;Austro-Asiatic;;;;;
6019;sij;Numbami;Numbami language;;poz-ocw;Western Oceanic;;;;;
6020;sik;Sikiana;Sikiana language;;sai-car;Cariban;;;;Latn;
6021;sil;Tumulung Sisaala;Tumulung Sisaala language;;nic-gur;Gur;;;;Latn;
6022;sim;Seim;Seim language;;;;;;;Mende,Mende (New Guinea)
6023;sio-pro;Proto-Siouan;Proto-Siouan language;reconstructed;sio;Siouan;;;exceptional;Latinx;
6024;sip;Sikkimese;Sikkimese language;;tbq;Tibeto-Burman;;;;Tibt;Dranjongke,Dranjoke,Denjongka,Denzongpeke,Denzongke
6025;siq;Sonia;Sonia language;;;;;;;
6026;sir;Siri;Siri language;;cdc-wst;West Chadic;;;;Latn;
6027;sis;Siuslaw;Siuslaw language;;;;;;;
6028;sit-bok;Bokar;Bokar language;;sit;Sino-Tibetan;;;exceptional;Latn;Ramo,Pailibo
6029;sit-cha;Chairel;Chairel language;;sit;Sino-Tibetan;;;exceptional;Latn;
6030;sit-gkh;Gokhy;Gokhy language;;sit;Sino-Tibetan;;;exceptional;Latn;Gɔkhý,Gɔkhy
6031;sit-jap;Japhug;Japhug language;;sit;Sino-Tibetan;;;exceptional;Latn;Chabao,rGyalrong,Rgyalrong,Jiarong,Gyarung,Kuru
6032;sit-liz;Lizu;Lizu language;;sit-qia;Qiangic;;;exceptional;Latn;
